content	username
['hi', 'miss', 'review', 'sikit', 'plan', 'coldplay', 'takut', 'kecewa']	nur_yazmin
['tentara', 'aktif', 'hehehe', 'mei', 'wamil', 'mer', 'coldplay', 'jastip']	heny_aja
['retweet', 'repost', 'konser', 'coldplay', 'dm', 'twitter', 'nawarin', 'war', 'war', 'tiket', 'fee', 'hatihati', 'skip', 'resmi']	ramirabcd_
['cup', 'sewa', 'konser', 'coldplay']	ilyannoying
['suka', 'peduli', 'suka', 'berusaha', 'menyukai', 'suka', 'silahkan', 'peduli']	soeripsarap
['pastinya', 'follow', 'berita', 'terupdate', 'stay', 'tuned', 'mari', 'ps', 'bawabawa', 'minplay', 'dijasa', 'jastip', 'yaaa', 'h1', 'asian', 'announcement', 'may', 'ready']	IDWantsColdplay
['coldplay']	yatiem_senior
['sesuai', 'selera', 'coldplay', 'sah', 'sah']	byhndo
['bodo', 'nonton', 'konser', 'coldplay', 'wkw']	nisoww
['dikata', 'coldplay', 'ah', 'oah', 'oah', 'yha']	dapxq
['coldplay', 'lbih', 'dikit']	chigmri
['mom', 'nobar', 'coldplay', 'jkt']	berlimox_
['abis', 'bait', 'tweet', 'coldplay']	farrasikhsan
['bikin', 'coldplay']	twatwamasi
['coldplay', 'ots', 'hehe']	ibroxibrox
['wahh', 'calo', 'ambil', 'jahat', 'bener', 'coldplay', 'indo', 'tiket', 'early', 'birdnya']	rizkylazuardito
['tuhan', 'ombonz', 'coldplay', 'cuakss']	rxcmax13
['video', 'terbaru', 'nawacita', 'tv', 'sabar', 'nonton', 'jakarta', 'source', 'beritaterkini', 'beritaterbaru', 'beritahariini', 'updateberita', 'news', 'nawacitapost']	MediaNawacita
['onty', 'coldplay']	sebelumprolog
['rumahsakit', 'coldplay']	hiinyooo
['band', 'coldplay']	peacetix666
['malem', 'pen', 'nonton', 'konser', 'coldplay']	apaansihkack
['open', 'early', 'jastip', 'coldplay', 'jakarta', 'trusted', 'diurus', 'tiket', 'bookslot', 'tix', 'tba', 'tba', 'info', 'dm']	Ccioya
['jkt48', 'tour', 'radwimps', 'coldplay', 'nyari', 'duitnya']	Ytamaa13
['coldplay']	lovve
['coldplay', 'bts', 'zayn', 'dl', 'nonton', 'one', 'direction', 'zayn', 'ksini', 'venue', 'ehhh', 'dpt', 'announcement', 'zayn', 'dr']	Dian_PPS
['berharap', 'coldplay', 'jakarta', 'dapet', 'coldplay', 'tipis', 'harapan', 'dapet']	IrfantoAndi
['coldplay']	Aceeeeeeeel
['maacii', 'ih', 'bkpp', 'tilly', 'bird', 'coldplay']	couchpawteto
['terima', 'fawwah', 'belanja', 'ticket', 'coldplay', 'dimurahkan', 'rezekii']	aiman_edy
['bikin', 'coldplay']	anitatutuuuuu
['kirain', 'coldplay', 'buka', 'jastip', 'coldplay', 'mer']	heny_aja
['top', 'mind', 'travis', 'coldplay', 'keane']	torantula
['nder', 'smp', 'cowo', 'matimatian', 'pacaran', 'pacaran', 'doi', 'pacaran', 'dr', 'kelas', 'smp', 'sampe', 'sma', 'isi', 'tl', 'buku', 'harian', 'isinya', 'cowo']	aicilaicila
['coldplay', 'kpop', 'woy']	kwonsyie
['min', 'coldplay', 'beneran', 'mampir', 'indo', 'buka', 'jastip']	msal535
['nonton', 'coldplay', 'yaaa']	xoxolovesena
['mari', 'coldplay', 'announce']	suhpidermark
['blonde', 'coldplay']	Bayuirwanto93
['coldplay', 'kmaren', 'dpt', 'izin', 'suami', 'eh', 'bikin', 'hati', 'temen', 'nontonnya', 'hamidun', 'november', 'semester']	xwiexwiex
['coldplay']	chiscakee_
['pala', 'mikirin', 'duit', 'jkt', 'tour', 'radwimps', 'indo', 'coldplay', 'duit', 'dri', 'allah']	Ytamaa13
['coldplay']	hamzizahmiaw14
['tiket', 'nonton', 'konser', 'coldplay']	h_radite
['woy', 'official', 'announcementnya']	___npj___
['open', 'jasa', 'war', 'konser', 'coldplay', 'confirmed', 'staytuned', 'yakksss', 'coldplay']	gerra_store
['coldplay', 'bersatu', 'padu']	zattysapinaz
['natasa', 'ready', 'beli', 'coldplay']	amiamiamirul
['coldplay', 'keknya', 'rame', 'njii', 'indo']	myrezandy
['experience', 'pi', 'coldplay', 'susah', 'section', 'vip', 'depa', 'je']	Faez_Luqman
['rencana', 'nnt', 'kesana', 'batree', 'nonton', 'coldplay']	aand_tjg
['coldplay', 'selera', 'selebihnya', 'comment']	FOUR4thcool
['coldplay']	whenyouslip
['sampe', 'percaya', 'coldplay', 'beneran', 'indo', 'krn', 'takut', 'nonton', 'coldplay', 'indo']	fryynda
['nonton', 'coldplay']	sdnarm
['fest', 'coldplay', 'seru', 'bat', 'euphorianya']	nawaitujulid
['coldplay', 'mauuu']	susahingett
['coldplay', 'smtown']	Hendrayyyi
['bajet', 'tkde', 'beli', 'coldplay']	kaljerr
['muter', 'band', 'raya']	reddroopyeyes
['keluarkan', 'xpe', 'janji', 'band', 'coldplay', 'malaysia']	hawazakiah
['perasaan', 'coldplay']	SiwonRhoi
['weh', 'apa2', 'announcement', 'coldplay', 'aaa', 'tkot', 'missed']	k_fourd
['coldplay']	nomatterwhhat
['bismillah', 'joki', 'setahun', 'kepake', 'war', 'tiket', 'coldplay']	flovvercr0wn
['bismillah', 'rejekinya', 'nonton']	dwaifuku
['coldplay', 'jom', 'ayuh']	novanattt
['coldplay', 'sohor', 'media', 'sosial', 'berita', 'jalanan', 'bahawa', 'kumpulan', 'british', 'rasmi', 'jelajah', 'asia']	PostMalaysia
['coldplay', 'sohor', 'media', 'sosial', 'berita', 'jalanan', 'bahawa', 'kumpulan', 'british', 'rasmi', 'jelajah', 'asia']	PostMalaysia
['coldplay']	alcacoq
['coldplay', 'vokalisnya', 'ketua', 'psi']	daharhimas
['nonton', 'coldplay']	keysavir
['deh', 'salah', 'dispill', 'promotornya', 'beli', 'tiketnya']	ivlcecy
['announce', 'buka', 'penjualan', 'tiket']	rohitsebastiian
['website', 'indonesia', 'pembayaran', 'bca', 'setauku', 'westlife', 'com', 'pembayaran', 'virtual', 'acc', 'mandiri', 'bca', 'master', 'card']	ivlcecy
['konser', 'weekdays', 'tajir', 'nonton', 'coldplay', 'takut', 'war']	To_gethr
['bismillah', 'deket2']	honeysnowie
['bismillah', 'amin', 'amin']	parkjiuve
['konser', 'pst', 'abisssss']	masasihguys
['beneran']	myoongiest
['deh', 'oasis', 'kedapetan', 'tiket', 'coldplay']	Hbondurants
['motswt', 'easter', 'menunjukan', 'positif', 'konfirmasi', 'annoucement', 'soon', 'let', 'wait', 'see', 'forever', 'indonesiawantscoldplay']	IDWantsColdplay
['bismillah', 'allah', 'dapet', 'tiket', 'coldplay', 'aamiinnnnn']	nearbyouu
['tiket', 'coldplay', 'november', 'tribun', 'see']	hnnyhtr
[]	ajengnherself
['sekelas', 'artis', 'promotornya']	crysstalitas
['penjualan', 'tiketnya', 'dmn']	ifeelsg00d
['coldplay', 'maen', 'purwodadi']	FakeTaeji
['uda', 'post', 'feeds']	anichaaw
['biar', 'bl', 'fans', 'coldplay', 'pilih', 'war', 'tiket']	niwayanbudiasih
['minplay', 'pleased', 'inform', 'dream', 'team', 'x', 'coldplayjakarta']	IDWantsColdplay
['dapet', 'tiketnya']	FaniKur_1
['ayo', 'coldplay']	mercuryinureyes
['yaah']	mhdfachrozyy
['butuh', 'duit', 'nonton', 'coldplay']	Siskayuniarr
['coldplay']	AjiPramanaPutra
['bismillah', 'coldplay']	ratuferag
['coldplay', 'main', 'jelass']	Fana_ni_
['konser', 'coldplay']	ainthyunjae
['doa', 'mama', 'nyanyi', 'owa']	kodskodss
['siap2']	MIrfanMaulana_
['dana', 'darurat', 'dana', 'pensiun', 'dana', 'nonton', 'coldplay']	janganage
[]	hasbiiim
['takut', 'warnya']	sftrfhdahoran_
['open', 'nihh']	ardsandd
['promotornya', 'serbu', 'diumumin']	MARXXDIE
['penjualan', 'tiket']	dirubungsemut
[]	ciummatahari
['pls', 'beli', 'webnya', 'nnt', 'paymentnya', 'deh', 'dollar']	missoriginalsix
['suka', 'konser', 'coldplay', 'paris']	itsmeraka101
['menit', 'coldplay']	ArielSetrap
['bel', 'apasi', 'indo', 'smua']	thvaifaivu
[]	402mrq
['mimpi']	diskalpas
['war', 'ticket']	alfnsla_
['wahh', 'dapet', 'bwah', 'kmren', 'kebanyakan']	pnksbbs
['kemarin', 'best', 'concert', 'ever']	MercyOktyasari
['bismillah', 'tiket']	ssanmzz
['fix']	miniiimochii
['min', 'coldplay', 'update', 'sales', 'time', 'maknanya']	lianakhairi
['yaallah', 'yaallah']	elvkns
['acuannya', 'suka', 'coldplay', 'melow', 'synth', 'suaranya', 'chris']	sisteminforman
['obyektif', 'musikalitasnya', 'coldplay', 'band', 'britpop', 'new', 'wave', 'selera', 'musiknya', 'bluesy', 'subyektif', 'susah', 'suka', 'coldplay', 'musiknya', 'simple', 'rumit']	ivankojiro
['coldplay']	p_supp
['coldplay', 'sejutaan']	minie__min
['war', 'tiketnya', 'nnti', 'nnti']	kahfibimaaa
['bmth', 'coldplay']	fv_k0ff
['presscon', 'coldplay', 'jam', 'cup']	RIFart7
['teknis', 'personil', 'coldplay', 'main', 'alat', 'nyanyi', 'jeleknya']	sisteminforman
['konsert', 'coldplay']	aisyajade
['coldplay']	alphababess
['perth', 'indo', 'jaman', 'sma', 'lho', 'dikasi']	frdnchn
['aamiin', 'allah']	neomujeowa
['irit', 'irit', 'irit', 'taunya', 'tiket']	foniiraah
['yaallah', 'yaallah']	lahkooogitu
['tabukan', 'kepake']	twtfromhves
['imma', 'coldplay', 'skz', 'pt', 'pt', 'life', 'time']	bbangcharm
['fix', 'bawa', 'coldplay', 'kereennnya']	pucukpuun
['coldplay', 'maunya', 'main']	tidak_van
['pesimis', 'dapet']	tasyiew
['izinkan', 'menonton', 'coldplay', 'allah', 'aamiin']	pencintatekwan
['tiket', 'coldplay', 'nonton']	akunakamasejati
['ooh', 'nyanyi', 'oaa', 'oaa']	dikifahmii
['aye', 'nonton']	ayhers
['ketar', 'ketir', 'yaallah']	eggncheese_
['w', 'buka', 'jastip', 'fee', 'sejuta', 'laku']	rifkinism
['nonton', 'kemaren', 'seat', 'murah', 'liat', 'foto', 'povnya']	irbefida
['bismillah']	ryhnibnu
['asliii', 'takut']	meonginparis
['hmm', 'promotornya', 'radwimps']	HaykalV2
['yaallah', 'hamba']	biutyfulsparks
['coldplay', 'jkt']	h4chikkko0
['kumpul', 'padaa', 'akun', 'jastippp']	_ramadhhn
['please']	tawakkaI
['banh']	tinfeu
['deh', 'keliatannya', 'demand']	pnksbbs
['allah', 'bismillah']	lyfeisgewd
['yah', 'kira2', 'kujual', 'ktp']	shellamrth
['bismillah']	sunkich
['hai', 'open', 'jastip', 'tiket', 'coldplay', 'ina']	tixseoulution
['allah']	piw__pipiw
[]	meforthez
['ntr', 'war', 'ticket', 'takut']	sambatdalamhati
['dah2', 'payah', 'twitter', 'time', 'konsert', 'coldplay', 'puas2']	syxzln_
['benerrrrr', 'iih']	niyninis
['tpi', 'dapet', 'tiket', 'account', 'duduknya']	Aaaaaaayjshsji
[]	dhiandraps
['allah']	tsbetweenus__
['script', 'boom']	khrnasalsa
['open', 'service', 'soon', 'proof', 'pinned', 'tweet']	shop_tannies
['hai', 'open', 'jastip', 'coldplay', 'feel', 'free', 'dm']	tixseoulution
['hai', 'open', 'jastip', 'coldplay', 'feel', 'free', 'dm']	tixseoulution
['hai', 'open', 'jastip', 'coldplay', 'feel', 'free', 'dm']	tixseoulution
['hai', 'open', 'jastip', 'coldplay', 'feel', 'free', 'dm']	tixseoulution
['war', 'coldplay']	ARYRZ_
['coldplay', 'sumba']	secretnda
['hua', 'iri', 'whenn']	chimminpark_
['hii', 'open', 'jastip', 'coldplay']	randumtiingz
['ayo', 'skipp', 'dolan2']	cilikmentikk
['coldplay']	rrlinaaa
['bismillah']	zorayafz
['nomernya', 'indo', 'sistem', 'nomernya', 'random']	gelembungbiyu
['belom', 'bulannya']	jangantanyakaku
['mobil', 'pa', 'motor', 'neh', 'hahhaa']	Ssszzzzzddd
['casual', 'listener', 'coldplay', 'belain', 'nonton', 'rencana', 'nonton']	Jirayuri
['bernomor', 'bp', 'kemaren', 'nomor', 'yaaa']	swidiya_
['wih', 'beneran', 'konser', 'jakarta', 'suka', 'video', 'konser', 'keren']	denztyo
['info']	Nendrrr
['war', 'biar', 'dapet', 'tiketnya']	leclercsradio
['allah', 'beneran', 'teeeh']	mediasocialita
[]	pptryyn
['allah', 'bertemu', 'jodohku', 'jodohkanlah', 'menonton', 'konser', 'coldplay', 'idolakan']	Frzadam
['buka', 'jastip', 'konser', 'coldplay']	babyttubinie
['halo', 'buka', 'jastip', 'konser', 'coldplay', 'indo']	babyttubinie
['tribun', 'brt', 'okedeh', 'terima', 'infonya']	hnnyhtr
['bismillah', 'dapet', 'tiket']	chocoupai
['lemes', 'yah']	Asstn_
['butuh', 'duit']	jijunnnn
['kerja', 'kerja', 'kerja', 'biar', 'dapet', 'tiketnya']	ardywidjanarko
['nonton', 'mikir', 'coldplay', 'tambahan']	mrsagitariiuss
['aaa', 'bersahabat']	alyayayaw
['tiket', 'colplayyyy']	ritabdrt
['melepas', 'resmi', 'terkait', 'rencana', 'konser', 'jakarta', 'pkentertainment', 'coldplay', 'konsercoldplay', 'coldplayliveinjakarta', 'coldplayinjakarta', 'coldplayjkt']	popkalcer
['yaallah', 'nonton']	dvntaaaa
['mo']	dwaifuku
['meluncur', 'tkp']	nolinguistik
['coldplay', 'maroon', 'leher']	be_your_bae
['promotor', 'spill', 'tipis2', 'konser', 'music', 'spheres', 'world', 'tour', 'jakarta']	dafarevano__
['band', 'kieu', 'komo', 'coldplay', 'dahlah', 'nyerah']	alam_mumu
['tiket', 'allah', 'kejadiannn']	Triipewe
['yellownya', 'suka', 'yellow', 'coldplay']	lunassna
['takut', 'dapet', 'war', 'tiket']	Virrlly
['ehehe', 'konser', 'nomornya', 'khusus', 'brp', 'pakai', 'penomoran', 'thx']	hnnyhtr
['mari', 'berdoa', 'rejeki', 'dapet', 'tiket']	flowergaze
['promotor', 'collabs', 'mewujudkan', 'mimpi', 'fans', 'indonesia', 'terwujud', 'still', 'yeah', 'ready']	yopzpie
['bismillah', 'allah', 'nonton']	andtiiy
['bismilllah', 'allah', 'dapet', 'tickett']	pptryyn
['jam', 'announce']	clownyborg
['takut']	halssuissseo
['raimu', 'rela', 'rokokan']	dimaz_haidar
['indo', 'coldplay', 'fans', 'bp', 'sorry', 'say', 'salty', 'bp', 'tau', 'seller', 'dapet', 'lebihh']	loafsnchae
['dimilikan']	mhariles
['please', 'kerja', 'ambil', 'cuti', 'ditambah', 'kerja', 'jakarta', 'macet', 'tau', 'coldplay', 'konser', 'jam']	vivalavidaandth
['bp', 'kmrn', 'adaa', 'western', 'coldplay', 'nder']	libraguurl
['doakan', 'okey', 'belanja', 'minum', 'lepas', 'coldplay', 'hahah']	amiamiamirul
['bp', 'adaa', 'coldplay', 'jual', 'merch', 'situu']	loafsnchae
['siapsiap']	ayucakyuu
['sumpah', 'takut', 'tiket']	maranisc
['promotor', 'bawa', 'coldplay', 'spill', 'lala']	elinaaeyes
['help', 'berasa']	dek_atha
[]	idioticstupidt
['allahuakbar']	supblckhole
['coldplay']	by_endra
['ye']	fegabudisatria
['coldplay', 'hotplay', 'bikini']	drhandri
['bener', 'coldplay', 'deh', 'kyknya']	22millioncarat
['buka', 'jastip', 'coldplay', 'bum', 'nitip']	patxxton
['duit', 'dipake', 'coldplay', 'kun']	danielJCN
['diluar', 'nalar', 'sumpah', 'lebi', 'nonton', 'konser', 'coldplay', 'dripada', 'batu', 'es']	jenijongli
['naniii', 'sekelas', 'taylor', 'swift', 'vip', 'belasan', 'juta', 'coldplay']	Vitabliss2
['sekelas', 'coldplay', 'murah']	Vitabliss2
['info', 'vo', 'coldplay', 'tiket', 'nontonnya', 'wkkw']	ioniqfive
['coldplay', 'keane', 'masi']	yogya_serviceAC
['coldplay', 'yellow']	sssseulgi_hi
['album', 'coldplay', 'parachutes', 'stories']	EldoCR
['konser2', 'band', 'indo', 'tibatiba', 'kmrn', 'arctic', 'monkey', 'tibatiba', 'arctic', 'coldplay']	Zekyog
['ampun', 'salah', 'baca', 'dapet', 'dipaksain', 'kena', 'scam', 'nonton', 'coldplay', 'coldplay', 'konser']	thvsooyaa
['tiket', 'konser', 'coldplay']	itslena88
['nama', 'insyallah', 'nonton', 'coldplay', 'berusaha']	adorableamiii
['coldplay', 'ai', 'bruno', 'majornya']	theresyaep
['bejir', 'nonton', 'konser', 'coldplay', 'mimpi', 'yakan', 'ray']	jenijongli
['bantu', 'war', 'tiket', 'coldplay']	ggaramk
['nonton', 'harry', 'styles', 'kmrn', 'ribet', 'scan', 'barcode', 'tiket', 'diemail', 'coldplay', 'tokyo', 'nama', 'sesuai', 'passport']	harukimidays
['liat', 'jadwal', 'tour', 'europe', 'kota', 'show', 'milan', 'manchester', 'barcelona', 'hmm', 'jakarta', 'mei', 'hmm']	adysutrisnoo
['coldplay', 'band', 'nidji']	taufikkhiidayat
['iyaah', 'hemat', 'coldplay', 'hhehehe']	Xabumi13
['jawa', 'jawa', 'rl', 'bucket', 'list', 'concert', 'taon', 'beneran', 'coldplay', 'n', 'oor']	MEY_ANDTEEN
['murah', 'sekelas', 'coldplay']	rosessery
['iyakannnn', 'minimal', 'seumur', 'hidup', 'nonton', 'coldplay']	ttawsn
['bismillahirrahmanirrahim']	taekoogaylaxy
['niat', 'nonton', 'coldplay', 'keknya', 'bali']	amlzlf_
['hi', 'kt', 'buka', 'jastip', 'coldplay', 'dicicil', 'h7', 'testimoni', 'likes']	kpoptickets
['entertainment']	neea_258
['hi', 'kt', 'buka', 'jastip', 'coldplay', 'dicicil', 'h7', 'testimoni', 'likes']	kpoptickets
['hi', 'kt', 'buka', 'jastip', 'coldplay', 'dicicil', 'h7', 'testimoni', 'likes']	kpoptickets
['main']	TutiRtn
['hahh', 'perasaan', 'coldplay', 'belom', 'anjie']	94pocalypse
['beneran', 'butuh', 'joki', 'war', 'tiket', 'coldplay']	ofjoyeux
['nonton', 'coldplay']	croiszzants
['hallo', 'jastip', 'tiket', 'coldplay', 'trusted', 'amp']	hyuckbestiee
['hallo', 'jastip', 'tiket', 'coldplay', 'trusted', 'amp']	hyuckbestiee
['cakap', 'coldplay', 'selamat', 'kuala', 'lumpur']	L7CKYCY
['hallo', 'jastip', 'tiket', 'coldplay', 'trusted', 'amp']	hyuckbestiee
['hallo', 'jastip', 'tiket', 'coldplay', 'trusted', 'amp']	hyuckbestiee
['hallo', 'jastip', 'tiket', 'coldplay', 'trusted', 'amp']	hyuckbestiee
['hii', 'jastip', 'tiket', 'coldplay', 'trusted', 'amp']	hyuckbestiee
['hii', 'jastip', 'tiket', 'coldplay', 'trusted', 'amp']	hyuckbestiee
['hi', 'jastip', 'tiket', 'coldplay', 'trusted', 'amp']	hyuckbestiee
['hii', 'jastip', 'tiket', 'coldplay', 'trusted', 'amp']	hyuckbestiee
['jastip', 'tiket', 'coldplay', 'trusted', 'amp']	hyuckbestiee
['jastip', 'tiket', 'coldplay', 'trusted', 'amp']	hyuckbestiee
['announcement', 'resmi', 'main', 'keluarin', 'tiket', 'reported', 'hoax', 'misinformation', 'doain', 'dapet']	toscccii
['seriusss']	mill_taekim
['bawa']	vaaveevoo
['yaallah']	miwleniia
['taun', 'dapet', 'tiket', 'coldplay', 'amin', 'aminnnn']	azmifadillah1
[]	ljenowner
['hai', 'open', 'jastip', 'tiket', 'dm', 'testinya']	ljenowner
[]	galih_chie
['jastip', 'perkiraan', 'tiketnya', 'min', 'cat', 'cat', 'apa²']	GRhs292374
['war']	divardha
[]	bodo0amat
['dpt', 'dr']	niccopandawa
['cat1', 'bp', 'cat1', 'coldplay']	irohsr
['led', 'zeppelin', 'w', 'lupa', 'radiohead', 'cuman', 'tau', 'creep', 'amp', 'dry', 'coldplay', 'lists']	cania_citta
['coldplay', 'ketar', 'ketir']	dienooo
['please', 'admin', 'akun', 'w', 'tidur']	ncingwer
['kirain', 'coldplay', 'diatas']	gigigi_gugugu
['cari', 'jastip', 'tiket', 'coldplay', 'indisches', 'yaaa']	bajuhanyut
['seriusan', 'coldplay', 'radiohead', 'led', 'zeppelin']	rsembhada
['mei', 'jakarta', 'indonesia', 'announce', 'meh', 'yeuh']	idnasidnas
['info']	Avien_
['favourite', 'musician']	_tmgds
['lupa', 'notification', 'akaun', 'rasmi', 'rest', 'see', 'later']	ColdplayMsia
['pembayaran', 'pakai', 'credit', 'card', 'virtual', 'account']	iqbalDFB
['rasmi', 'asian', 'tour', 'motswt', 'may', 'disahkan', 'post', 'stay', 'tuned']	ColdplayMsia
['promotor', 'tiket']	icaaantik56
['va', 'bca', 'keknya', 'pokoknya', 'khusus', 'bca']	ewropp
['berharap', 'dimainkan', 'yellowcoldplay']	JohnSnowFor2019
['jual', 'beli', 'coldplay', 'ntar']	FansMUGrsKrs
['malam', 'sold']	dea_amanda
['mcm', 'coldplay', 'aduhhh', 'bankrap']	iFyda
['mahal']	syelalalalaa
['mwh', 'ed', 'sheeran']	keminsss
['pkenya', 'us']	hi_taeyeonah
['kemarin', 'justin', 'bieber', 'dibuatin', 'jebol', 'lupa']	ewropp
['coldplay', 'je', 'yellow']	WahyuYordan
['open', 'jaswar', 'coldplay', 'jakarta', 'slott', 'dm', 'testi', 'pinned', 'twt']	acalovjae
['pencinta', 'pencinta', 'coldplay', 'sudeh', 'enjoy', 'chance']	ikhwandayne
['allah', 'hoki', 'ku', 'war', 'tiket']	weirdowitch_
['ush', 'coldplay', 'cocoknya']	Zendral1202
['coldplay', 'terkenal', 'maksudnya', 'duhhh']	mbakalim
['coba', 'cari', 'pov', 'cat']	rharharikarika
['coldplay', 'susah', 'war', 'tiketnya', 'peminatnya']	moonaphroditee
['offense', 'coldplay', 'nder', 'yaaa', 'coldplay', 'beneran', 'duluan', 'jaman']	rraanneey
['coldplay']	peachesgodd
['nonton', 'penonton', 'konsepnya', 'nonton', 'coldplay']	F_tyjaass
['coldplay', 'kpopers', 'nder', 'nonton', 'konser', 'coldplay', 'wishlist']	t_y1775
['coldplay', 'c', 'p', 'candi', 'prambanan']	Hamdiirawan17
['inii', 'coldplay', 'stadion', 'min', 'beda', 'posisi', 'stafe', 'bp']	theothermell
['pikir', 'mcm', 'viral', 'je', 'tiket', 'coldplay', 'anwar', 'tweet', 'lahai', 'nyanyi', 'myuniverse', 'tktau', 'nyanyi', 'kt', 'tour']	tsundereagustd
['ahahahha', 'coldplay', 'jdi', 'kpop', 'lucu']	litterlyyy
['coldplay', 'kirakira', 'nihh']	mendi_wildan
['coldplay', 'cuman', 'konser', 'indo', 'peminatnya']	aitheina
['coldplay', 'lahir']	blckfoxes
['open', 'jasa', 'war', 'coldplay', 'music', 'spheres', 'world', 'tour', 'jakarta', 'fee', 'pakai', 'data', 'dijamin', 'aman', 'u', 'limited', 'slot', 'bayar', 'tanya2', 'wts', 'tiket', 'konser', 'jual', 'joki', 'tiket', 'jasa', 'titip', 'jastip']	sweetie_breeze
['nonton', 'coldplay', 'sel']	nathnielv
['coldplay', 'protes']	rfkyprtmaa
['peminat', 'coldplay', 'cross', 'umur', 'suka']	ursauruss
['suka', 'coldplay']	MillaVenus
['kumpul', 'duit', 'u', 'nest', 'coldplay', 'mu']	getbeu
['coldplay', 'lahh', 'debut']	wanodyaembara10
['standar', 'kooq', 'beli', 'coldplay', 'korea', 'cat', 'dirupiahin', 'include']	nrmtsri
['sumpah', 'coldplay', 'keburu', 'tua', 'nonton', 'coldplay']	mingiring
['coldplay', 'coldplay', 'shampo', 'noh', 'abis', 'ditambahin', 'aer']	sekarepkulahh
['coldplay', 'lahh', 'liat', 'konser', 'dimna', 'masha', 'allah', 'semut', 'pliss', 'keren', 'sii', 'konser', 'nyaa', 'warna', 'warniii']	fluffymoonj
['peminat', 'promotor', 'adain', 'kenyataannya', 'promotor', 'research', 'kesimpulannya', 'fans', 'bp', 'coldplay', 'berani']	udelnyajennie
['coldplay', 'senior', 'jauhhh', 'lapisan', 'masyarakat', 'tour', 'stadium']	ngausahdifollow
['salty', 'sendernya', 'war', 'tiket', 'btw', 'nder', 'coldplay', 'peminatnya', 'fansnya', 'dinanti', 'siiih']	diebydeath
['bismillah', 'dpt', 'tiketnya']	nuridhad
['coldplay', 'nder', 'konser', 'indo', 'keknya', 'basis', 'fomo']	summericano_o
['bestnyer', 'physical', 'ticket', 'best', 'concert', 'coldplay', 'visual', 'effects', 'top', 'notch', 'kinda', 'curious', 'ln', 'nnt']	Hela_whatttt
['beda', 'pasar', 'banyakan', 'coldplay', 'konser', 'konser', 'thai', 'dominan', 'indo', 'umurnya', 'luas']	mxngojuice
['nonton', 'coldplay', 'msp', 'jakarta', 'fix']	sawinsa
[]	mulmuleee
[]	farabira
['min', 'prabowo', 'nonton', 'coldplay']	nyyoorooo
['tiket', 'coldplay', 'qih']	howareulank
['hati', 'bantu', 'informasikan', 'terkait', 'informasi', 'penjualan', 'tiket', 'konser', 'coldplay', 'mei', 'bca', 'presale', 'mei', 'public', 'sale', 'informasi', 'terupdate', 'diinfokan', 'website', 'achel']	HaloBCA
['coldplay', 'tau']	gramedilla
['info']	syoclat
['enakan', 'nonton', 'coldplay', 'foreplay', 'tadz']	tujuanbesok
['coldplay', 'konsernya', 'full', 'stadium', 'festivalnya', 'dewa19']	okedehs1p
['coldplay']	KimNana0412
['bocoran', 'tiket', 'konser', 'siapkan', 'war', 'tiket', 'kehabisan', 'coldplay', 'coldplayconcert', 'konsercoldplay', 'coldplayindonesia', 'indonesia', 'konser', 'tiket', 'tiketkonser', 'fyp', 'dindanews']	NewsDinda
['nonton', 'coldplay', 'fix', 'priority', 'ku', 'indonesia', 'raya', 'sea', 'jkt', 'dahlah', 'mana2', 'allah', 'coldplay']	ynwa_tyan
['coldplay', 'coba', 'coldplay', 'indo']	jherryyww
['harapharap', 'cemas', 'coldplay', 'ateez', 'beneran', 'indonesia']	julietmuu
['halo', 'open', 'jaswar', 'coldplay', 'berminat']	fas_eight
['coldplay', 'minimal', 'tau', 'payphone']	tobiin
['resmi', 'coldplay', 'konser', 'jakarta', 'november', 'tiket', 'presale', 'dijual']	TRIBUNTravel
['nda', 'suka', 'coldplay']	kausarmhmud
['bos', 'sate']	batagoreman
['coldplay']	saveliest
['beneran', 'lho', 'bismillah', 'hihihi']	trilililiryuna
['krn', 'jadwal', 'taiwan', 'perth', 'buktinya', 'thn', 'coldplay', 'thai', 'dominan', 'indo', 'intinya', 'peminat', 'bp', 'coldplay', 'banyaknya', 'beda', 'pasar']	mxngojuice
['yellow', 'live', 'november', 'nnti', 'rezeki', 'padaku', 'nonton', 'coldplay', 'konser']	kiazoldic
['ayo', 'nonton', 'coldplay']	zxdgiee
['knp', 'marah2', 'sender', 'war', 'tiket', 'bp', 'coldplay', 'nder', 'bp', 'cp', 'menurutku', 'usia']	wellldoneee
['ikhlas', 'vibes', 'coldplay']	nychotin
['jual', 'wtsan', 'pst', 'lipat', 'coldplay']	nanduy_
['coldplay', 'nder', 'bp', 'blinkkpopers', 'fomo', 'coldplay', 'pencinta', 'barat', 'war', 'tiket', 'duadua', 'sulit', 'war']	chilook_boo
['coldplay', 'kpop']	kyrellism
['coldplay', 'mh', 'rela']	drakamerun_
['klw', 'fee', 'jastip', 'brp', 'min', 'cat', 'cat', 'berdasarkan', 'bocoran', 'plan', 'apa²', 'deh', 'min']	GRhs292374
['bayarin']	riayuningtyas
['nyanyikan', 'coldplay', 'nonton', 'hafal', 'fomo', 'bener', 'bener', 'hapal', 'album', 'coldplay', 'duit', 'polisi', 'konser']	jazcokelat
['coldplay']	Sh4mmmm
