content	username	tweet_published_at	type
@coldplay Ya Allah mudah² dikasih umur panjang sama Ada Rezky nya Aamiin.	kanglocoo	2023-05-09 05:44:30+07	replied_to
@wineony ndak apa, fokus kerja ngumpulin duit, nanti nntn coldplay yg di luar negeri	skkngwr_	2023-05-09 05:44:48+07	replied_to
"@tanyakanrl gais aku open jastip coldplay ya
full payment only gabisa Spaylater
pelunasan bisa dicicil maksimal sampe tanggal 16 mei 2023
klo ga dapet tiket aku refund 100% full tanpa potongan.
boleh isi link jastip disini
https://t.co/qSIXfCPlss"	galaufortoday	2023-05-09 05:44:40+07	replied_to
@irhamwp98 @tanyakanrl setuju sih, seolah konser bp bisa nunjukin konser indo untuk internasional udh bisa ada tempat nya lagi dan pasar nya masih besar. dan juga konser bisa berakhir aman dari awal sampe akhir. cuma masih kacau aja di seat tempat duduk sih, semoga promotor coldplay bisa bljr dari bp.	0xLexa	2023-05-09 05:44:37+07	replied_to
@brenbrndn Asal nggak jual diri aja buat ticket Coldplay bang . 😂😂	budhee19cm	2023-05-09 05:44:34+07	replied_to
@agtekiw Yg mw bantuin beli tiket coldplay pm donk	xxxwynnee	2023-05-09 05:44:32+07	replied_to
@Albericzh wkwkwk anjirlah kerja keras bagi kambing biar bisa nonton coldplay	SUNATEKSIP	2023-05-09 05:44:32+07	tweet
@insidefolkative temen gue langsung ngechat minjem duit dong buat tiket coldplay, gue jwb aja KONTOL	mflhprtm	2023-05-09 05:44:22+07	replied_to
"@IDWantsColdplay @coldplay Duit sihh kayaknyaa bisa ada. 
Tapi ngewar tiket nya yang ngeri ngeri sedepp🥹"	hadieanwar_	2023-05-09 05:44:19+07	replied_to
@tanyakanrl coldplay mah mau penikmat genre apa aja juga orang tau coldplay :')	ddnaaya	2023-05-09 05:44:11+07	replied_to
@tanyakanrl Coldplay lah, mana cuma sehari lagi. Fans dan casual listenernya banyak, umurnya jg byak yg udh dewasa dan berduit jd bakal war banget sih nanti	tavernierbluex	2023-05-09 05:44:11+07	replied_to
@icecreqmpuff nonton coldplay dulu ka, nikah sehabis coldplay kalo inget 🙏🏻	kulitmekdiii	2023-05-09 05:44:09+07	replied_to
@tanyakanrl jelas coldplay. berdoa dulu nder pasti war tiketnya bakal bloodwar, loket tuh nunggunya bisa sampe 60k+ wkkwkwkwkkw trauma	ramenenak	2023-05-09 05:44:09+07	replied_to
@tanyakanrl coldplay kayanya deh pendengar mereka pasti udah banyak banget, mereka baru prtama kali kesini dan cuma sehari yg pasti udah ditungguin banyak penggemarnya blm lagi yg emang suka sama lagu mereka	stillwith_jjk1	2023-05-09 05:44:03+07	replied_to
@muhamadilyas @IDWantsColdplay @coldplay Lagi cari pinjol yg bayar nya bisa pake daun	thirstythir	2023-05-09 05:44:05+07	replied_to
@xomols pswat udah 1 jutaan coy, pdhl sbelumny bs 500-600 tp itu pas msh beredar isu ae coldplay maen.	hana_riani	2023-05-09 05:44:05+07	replied_to
@jokitiketevent Min aku mau joki coldplay dong	Windydrew	2023-05-09 05:44:04+07	replied_to
@N_safirra @tanyakanrl Bukan gitu, menurut si sender klo Coldplay lebih rame dr BP dia pasrah aja gk bakal dpt tiket, sensi amat jd fans	bukanmec1n	2023-05-09 05:44:02+07	replied_to
@oliverpool @coldplay 😭🫶🏻🫶🏻🫶🏻akhirnya yaaa bunn	nazwsyfn	2023-05-09 05:43:52+07	replied_to
"@tanyakanrl Klo menurutku bkl bnyk yg Coldplay ya karna fans"" nya yg nunggu bgt mereka dateng ke indo akhirnya kesampaian jg dan pasti lbh membludak lbh dari bp"	universecutty	2023-05-09 05:43:37+07	replied_to
@tanyakanrl YA COLDPLAY LAH ANJIR GUA KPOPERS TAPI GUA AKUI COLDPLAY BAKAL LEBIH PECAH APALAGI MEREKA JAM TERBANG UDH LEBIH TINGGIII	yaallahwinpls	2023-05-09 05:43:35+07	replied_to
@_titaamelia mesti ngapalin lagu apa ya kak kalo mau nntn coldplay? 🙏	Mommyshark1717	2023-05-09 05:43:35+07	tweet
@tanyakanrl Coldplay.. sett panggunya aja beda nderr ini vertikal🥲	dbeaniebear	2023-05-09 05:43:31+07	replied_to
Hotel Sekitar Senayan Mulai Diburu Penggemar Coldplay https://t.co/jusYVYcqqs via @Businessupdate.id	BusinesupdateID	2023-05-09 05:43:31+07	tweet
@tanyakanrl coldplay ini best live performer cokkkkk. ac/dc di river plate waktu itu aja ga ada separoh hype nya coldplay 😑	h0lycrappp	2023-05-09 05:43:28+07	replied_to
@sivatlth @hrdbacot Atau WTS tiket Coldplay kategori xyz, kelebihan pas beli kemarin. Boleh nego, jangan afgan..	sedepenak	2023-05-09 05:43:23+07	replied_to
@tanyakanrl Kok coldplay jadi kpop?	manusiawarbyasa	2023-05-09 05:43:19+07	replied_to
@aanggrainii_ @IDWantsColdplay @coldplay iya tp hnya yg tulus yg mendapatinya	shoyohinaata	2023-05-09 05:43:03+07	replied_to
@tanyakanrl coldplay, soalnya mereka pertama kali kesini, terus juga penggemarnya banyak soalnya doi meluas, cmiiw	itsaysyaa	2023-05-09 05:43:09+07	replied_to
Gasss rokok 1 bungkus ud bisa buat nonton @coldplay berempat https://t.co/500IFu3wRr	happyikhsan	2023-05-09 05:43:08+07	tweet
@Lacteabacillus pada tergila2 coldplay ini manusia manusia	kaprihijauuu	2023-05-09 05:43:03+07	replied_to
@tanyakanrl kayanya coldplay soalnya pas BP kemaren kebanyakan fomo	gasuuka	2023-05-09 05:42:43+07	replied_to
@coldplay @faizalthefirst belanja aku hahaha	HZazlan	2023-05-09 05:42:41+07	replied_to
@idextratime coldplay yg ga terkenal2 bgt aja segini, apalagi argentina 😂 cat 1 aja 10jt an tuh 🤣	JR_Cyrillus	2023-05-09 02:31:21+07	replied_to
Salam @coldplay https://t.co/qq3kzGJpxu	nazrinruhen	2023-05-09 05:42:29+07	tweet
"@tanyakanrl ya coldplay lah pasti
coldplay ini band dr lama, member bp masih oek2 coldplay dah ngeband
jd yg pengen nonton bukan generasi kita doang pasti nder"	aryuno_	2023-05-09 05:42:25+07	replied_to
@tanyakanrl Coldplay keknya	Sleep_overRJ	2023-05-09 05:42:22+07	replied_to
@husnimahin @coldplay Mau nonton jugaa?	cordamanda	2023-05-09 05:42:17+07	replied_to
@tanyakanrl Coldplay laahh, gilaa ini band tua. Pasti peminatnya dri kalangan tua sampe yg muda ada semua.	Lopez13joonie	2023-05-09 05:42:08+07	replied_to
@pnksbbs iya sih untuk sekelas coldplay ada tiket harga segitu mayan murah, tapi kalo anak kalimantan pasti mikirin budget transport sama nginap juga wkwk	pecandu_kwetiau	2023-05-09 05:35:16+07	replied_to
"@westenthu aku messi dulu deh 😭
semoga coldplay masih ada calo dan cukup uangnya😭🙏"	yellowissacool	2023-05-09 05:42:03+07	replied_to
"@tanyakanrl Nder…
Ya Coldplay lah 😭
Range gender, umur, dan kalangan lebih luas 😭😭"	RedV157	2023-05-09 05:41:42+07	replied_to
@tanyakanrl Coldplay lah, apalagi bapak bapak tuh pasti banyak yang suka	neodoyies	2023-05-09 05:41:48+07	replied_to
@tanyakanrl Coldplay org org da nunggu lama dan legend juga sih	ciazzh	2023-05-09 05:41:46+07	replied_to
"@borsalinoss Gunakanlah cuti sebaik mungkin
Contohnya nonton coldplay"	dmsar141	2023-05-09 05:41:37+07	replied_to
"@tanyakanrl Coldplay lah hahahha lagu2nya tuh dari yg muda sampai tua menikmati semua lagunya. Udh gitu konser cuma 1 hari pasti banyak lah yg ikut mau nonton 🥲 yang fomo blm lagi keitung.

Ini bener2 bakal war tiket terpanas sih 🥲🙏"	cherrienaice	2023-05-09 05:41:34+07	replied_to
@ferylubis @coldplay @elnandoBro Jadi lu bawa fer?	shiru_ka21	2023-05-09 05:41:29+07	replied_to
@coldplay Nek openere ndx berapapun pasti kubayar	faisaladitiam	2023-05-09 05:41:33+07	replied_to
@tanyakanrl Gue yg fans bp tapi ga nntn konsernya, kalau coldplay seluruh jiwa dan raga harus nntn pokonya	abtchhasnoname	2023-05-09 05:41:19+07	replied_to
@tanyakanrl Gue ampe baca beberapa kali, cw nya kpop tapi fotonya Coldplay 😭😭	cuteszhao	2023-05-09 05:41:18+07	replied_to
"Semoga berjodoh ya @coldplay! It's one of my lifetime wishes to watch your performance live✨
Semoga ada tiket, dan ada umur jugak wkwkwkwkk"	lelywashere	2023-05-09 05:41:17+07	tweet
@coldplay butuh dana cepat	aardilles	2023-05-09 05:41:05+07	replied_to
@coldplay Keringetan pol ini nih. 😅	stickyshed	2023-05-09 05:41:02+07	replied_to
@tanyakanrl Coldplay lahh, ini pertama kalinya cuyy mereka ke indo mana cuma satu hari lagiii	alyaakthv	2023-05-09 05:40:52+07	replied_to
@tanyakanrl Coldplay lah apa itu blackpink	deenalovemuse	2023-05-09 05:40:41+07	replied_to
@mildandaru Coldplay emang enak si😂	drakamerun_	2023-05-09 05:40:39+07	replied_to
@ceyaashari Kalau coldplay ni, presale dia buka untuk pemegang kad cimb je dulu. General sale baru untuk public	milaaaaaah__	2023-05-09 05:40:32+07	replied_to
@qrylthfnx @tanyakanrl masalah nya pasti ada aja kaum yg gunain menfess ini jadi buat ajang ngehate bp kak wkwk udh ada tuh dari kaum fandom kpop lainnya yg emg salty sama konser bp kemarin😩 pdhl udh bagus2 hype konser nya coldplay yg akhirnya dtg ke indo😬	0xLexa	2023-05-09 05:40:32+07	replied_to
@sambatdalamhati Info pejabatnya nanti bagi ke gue ya. Butuh juga nih tiket coldplay yg vip wkwk	ayanggayang	2023-05-09 05:39:33+07	replied_to
@crowdedrep S2 bisa dikejar kapan saja, coldplay ini baru pertama kali ke indo. Pilih mana yang lebih penting 😇	fauzisetiaw	2023-05-09 05:40:20+07	replied_to
"@tanyakanrl Pasrah aja nder, banyak juga fans kpop yang suka coldplay
Tambah coldplay cuma sehari"	Oktaviainiokta	2023-05-09 05:40:16+07	replied_to
@chayapd Duchh coldplay donks yuuks	karinahelma	2023-05-09 05:40:06+07	replied_to
@tanyakanrl coldplay sihh, soalnya kayanya semua orang dengerin coldplay gasiiii, terus ini juga first time coldplay ke indo, kaya kapan lagii coldplay kesini	yoongiclaw	2023-05-09 05:40:02+07	replied_to
@aMrazing Demi apaaa…………. Update story soal coldplay mulu.. akhirnya bisa sedeket ini kesempatanku nonton mrk 😭😭😭😭😭😭😭😭😭	sthana0606	2023-05-09 05:39:59+07	replied_to
@yourgemes disiapin buat coldplay ajadeh yaa 🤪	paanipan11	2023-05-09 05:33:02+07	replied_to
@mzidaneeee sengaja itu biar pada beli coldplay dulu baru bang messi	sptnfzn_	2023-05-09 03:24:54+07	replied_to
@nychotin Bisa ga sih 800k di pangku coldplay😭	prominasusu	2023-05-09 05:39:37+07	replied_to
"@efraimsthoughts Fomo doang sih. Gak tau apa juga, bingung duitnya mau dikemanain, takut gak dapet hype konten.
Padahal juga dengerin Coldplay terakhir mungkin 2019."	_DiazaOA	2023-05-09 05:39:36+07	replied_to
@tanyakanrl Gua blink tapi gua yakin Coldplay. Andaikan gua masi di jkt pasti nonton😭 sayang bgt jauh😭	aleatoirecutie	2023-05-09 05:39:28+07	replied_to
@tawakkaI Akadnya pas lagi nonton Coldplay aja a	kepinsmitty	2023-05-09 05:39:27+07	replied_to
@IDWantsColdplay @coldplay y tuhann😭	andr3enya	2023-05-09 05:39:26+07	replied_to
@IDWantsColdplay @coldplay ya Allah hari kerja bangetttt ya Allah tp kesempaatan sekali seumur hidup ini mah ya Allah😭😭😭😭	syyhll	2023-05-09 05:39:26+07	replied_to
@HussainiZul Haha kasi can lah coldplay masuk Malaysiaaaaa	IzzahTajari	2023-05-09 05:39:21+07	replied_to
@tanyakanrl Jelas coldplay lah gila	softkisstzuyou	2023-05-09 05:39:13+07	replied_to
@goldenrushie kalo floornya festival kayak coldplay baru bebas	folklorhe	2023-05-09 05:39:13+07	replied_to
@brillante_kr @coldplay Mau kak	himinhere	2023-05-09 05:39:11+07	replied_to
@RekaFAmri @coldplay Asliii. Ieu duit euy masalahna haha.	Aldoaria	2023-05-09 05:39:06+07	replied_to
@prominasusu tapi kalau cat 7 juga gua ikhlas ram soalnya coldplay woy😭	nychotin	2023-05-09 05:38:50+07	replied_to
@TheKookiez @IDWantsColdplay @coldplay Jauh ya kak konsernya nov tiketingnya mei, 6 bulan😭	_pangsitrebus	2023-05-09 05:39:03+07	tweet
@nadiaallydrus apa cuma gue yang ga tertarik sama coldplay	wepe20_	2023-05-09 05:38:48+07	replied_to
@tanyakanrl Coldplay dlu sekolahnya di SOPA seangkatan jungkook	jknduttt	2023-05-09 05:39:01+07	replied_to
@NjlaAz Aku haritu laptop and phone sebelah wifi ye still tak cukup laju 🥹 3 hari war ticket untuk 3 days punya concert still tak dapat tambah ni 1 day punya concert 😩 coldplay pulak tu huuuu	AizaFarhanim	2023-05-09 05:38:54+07	replied_to
"Uang bisa dicari, tapi @coldplay ke indo baru sekali. Mana cuma sehari, hari Rabu bgt lagi.

Good luck buat war tiketnya deh.
#MusicOfTheSpheresWorldTour #MOTSWT #ColdplayJakarta #ColdplayIndonesia"	minyaktelone	2023-05-09 05:38:47+07	tweet
@tanyakanrl Sejak kapan Coldplay jad KPOP 😭😭😭 gw pites juga lu nder..... 😭😭😭😭😭😭	JoshuaPrik	2023-05-09 05:38:22+07	replied_to
"i hope tk jadi mcm ikan bilis again ye 😝

@PRWorldwide @coldplay #coldplay #coldplaymalaysia"	dnglzra	2023-05-09 05:38:33+07	retweet
Mas abel kamu beneran jadi kesini nggaaa aku ikut tegang niee orang2 rame bahas war tiket coldplay @theweeknd 😭	lvndsz	2023-05-09 05:38:22+07	tweet
@tanyakanrl coldplay sii, ini temen temen kpopers dan temen temen rl gue udah sibuk bgtt pengen nonton coldplay	bluebuniters	2023-05-09 05:38:26+07	replied_to
@feliciasherlina Coldplay baru pertama ke Indo ce, sayang banget kalo miss the show🥲	ImV_Kay	2023-05-09 05:38:26+07	replied_to
@im_jya Terus kamu ngadoin aku tiket coldplay juga ya, ulang tahunku juga November😅	Wikatokkiy_	2023-05-09 05:38:19+07	tweet
@tanyakanrl Coldplayyy lahhh, ini konser yg ditunggu2 bgt soalnya kan. Mana seasia tenggara cuma 2 stop pasti banyak dr fans asia tenggara lain jg mau nonton. Terus coldplay jg cuma sehari, musik dia kek hampir semua kalangan tau	goldierosiey	2023-05-09 05:38:18+07	replied_to
@GoogleBackbone @coldplay Oooooo baru tau aku kak, mereka suka sambel 🤣🤣🤣🤣	EstiMumpuni1	2023-05-09 05:38:17+07	tweet
@yoonogiri @coldplay WISMSBASJSJS udah abis buat mas agus nih, kalo jodoh juga dapet AMIN	picikangjeruk	2023-05-09 05:37:43+07	replied_to
@owaewo Gass lah, kapan lagi coldplay ke indo HAHAHA	yanuarsyahp_10	2023-05-09 05:38:15+07	replied_to
@nabihahashim @tinyica7 RM60 je 2 jam, apa lah sangatttt untuk pegi concert Coldplay 🤣	kiddocaremy	2023-05-09 05:38:12+07	tweet
@oxytocin___ Agak kocak nonton Coldplay dibilang FOMO, bandnya aja udh lama bgt FOMO tuh nonton band/artist yg baru terkenal😂😂😂	polisibaikmp3	2023-05-09 05:38:07+07	replied_to
@coldplay Walang Manila @livenationph ....	SViTkraM	2023-05-09 05:38:04+07	replied_to
@IDWantsColdplay @coldplay Mau tanya dong klo di Asia biasanya konsernya jam brp yah?	Puspita08576702	2023-05-09 05:37:56+07	replied_to
@fleeeureeeee UMR Jepara wanilah nonton Coldplay.	crookedyoung30	2023-05-09 05:37:49+07	replied_to
@dionysusilver Agak ga apple to apple ya perbandingannya. Coldplay meski mungkin orang ga ngeh sama namanya tapi kalo lagunya ke play di radio/ tempat umum juga pasti banyak yg tau	Yoraci1	2023-05-09 05:37:48+07	replied_to
@convomf Ayoo nonton Coldplay, tiketnya aku yang beliin, tapi pake duit kamu	kepinsmitty	2023-05-09 05:37:44+07	replied_to
@yvzvha rame ya neng wkwk jadi nih nntn coldplay	si_incess	2023-05-09 05:37:43+07	replied_to
"@tanyakanrl Coldplay lah
Udah jelas jawabannya
Band legend
Udah ada sejak 1997
Aku aja fans mereka dari 2008 pqs aku SMP
Apalagi cuma 1 hari
Makin2 dah tuh warnya"	luminescence412	2023-05-09 05:37:40+07	replied_to
@tanyakanrl kayaknya sih Coldplay ya	iniuna_	2023-05-09 05:37:39+07	replied_to
@tanyakanrl jelas coldplay nderrr, siap siap ajaa war tiketnya 😭😭	sleepingzeuss	2023-05-09 05:37:38+07	replied_to
@tanyakanrl coldplay karena tau lagu2 mereka dari sd dan sampai sekarang org2 masih banyak suka dan tahu lagu2 mereka, ya gimana mereka bentuk dari era sosmed belum terkenal dan sampai sekarang udah era sosmed aja masih bagus dan keren reputasi dan lagu2 mereka, jd benar2 ditunggu banget	heyoulovess	2023-05-09 05:37:30+07	replied_to
@BRAVB0YS Bismillah dpt tiket Coldplay 😁🤣	Yukiza__	2023-05-09 05:37:19+07	replied_to
@IDWantsColdplay @coldplay Demo geng, we want more gitu. Siapa tau ditambah kaya kota2 lain. Gila aja, ga kebayang warnya, Jerman aja udah 2 kota tiap kota 3 hari bisa sold out apalagi Indonesia 😭	terserarah	2023-05-09 05:37:12+07	replied_to
@tanyakanrl Coldplay grup legend. Bokap gue aja mau nonton 🤣🤣🤣	bijikeramat	2023-05-09 05:37:17+07	replied_to
@uyuteaboba Gapapa , mikirin yg menyenangkan aja ntr .. coldplay juga hari rabu donk konsernya	marettahoetama	2023-05-09 05:37:08+07	replied_to
@tanyakanrl Coldplay ga sie, mereka baru pertama kesini.... kalo ada kesempatan juga aku pengen nonton nder....fans nya mereka dari semua kalangan...	love_meanie_	2023-05-09 05:37:08+07	replied_to
@anshofia Dengan senang hati kami bantu informasikan. Terkait informasi mengenai penjualan Tiket Konser Coldplay akan dilakukan pada 17-18 Mei 2023 untuk BCA Presale dan 19 Mei 2023 untuk Public Sale.	HaloBCA	2023-05-09 05:37:01+07	replied_to
@verysleepy___ @IDWantsColdplay @coldplay karo di pikir no wkwk	KKrisnanda	2023-05-09 05:36:51+07	replied_to
@tanyakanrl i mean coldplay lebih banyak	bawgas	2023-05-09 05:36:47+07	replied_to
@tanyakanrl Coldplay soalnya musik mereka lebih umum pasti bakal menarik banyak minat orang buat sekedar have fun	_shxxlife	2023-05-09 05:36:47+07	replied_to
@tanyakanrl coldplay lah, mana ini konser pertama mereka kan di indo. ya pasti lebih laku mereka timbang bp	baksochi	2023-05-09 05:36:32+07	replied_to
@chikuwoah @westenthu murah untuk seukuran coldplay, tp itu exclude pajak katanya	furdeline	2023-05-09 05:36:28+07	tweet
@rsnzqf @IDWantsColdplay @coldplay Keith yang lain sampai pensiun di Indonesia #infotidakpentingyiyis https://t.co/Xmyn4PhSqK	afikris	2023-05-09 05:36:28+07	replied_to
@IDWantsColdplay @5binnala @coldplay Sekloahin  dulu bpkb motor @anggi935 😮‍💨😂	goodwin1301	2023-05-09 05:36:23+07	replied_to
"@CFC_Jak @noheaneLa @infotwitwor_ ""Hobi utama kpop""

Wtf kpop itu genre lagu💀. Gaada bedanya dengan orang lain yang suka musik jpop, ipop, western, dll. Gaada bedanya juga sama orang lain yang suka ngestalk crushnya.

""Hobi sampingan nonton drakor""
Gaada bedanya juga sama orang lain yang suka nonton film barat."	unrealnavi	2023-05-03 06:27:54+07	replied_to
@picikangjeruk @coldplay 😭😭 aku kasbon ke tabungan dulu HAHAHAHAH	yoonogiri	2023-05-09 05:36:05+07	replied_to
"@lix_lee007 @ime_indonesia @mecimapro @kqent @ATEEZofficial @ATEEZstaff  coldplay aja udah announce mau ke indo. masa iya sih ateez belom?? yuk bisa yuk fellowship ke ina😇😇

#ATEEZWantedinINA"	clxirejoan	2023-05-09 05:36:03+07	replied_to
@ysitsmine Ga tau, tp rumornya santer beredar.  Smoga ada berita pasti sblm ticketing coldplay sh :') emang lu mau nonton di section mana rencana?	im_risty	2023-05-09 05:36:01+07	replied_to
@idextratime Brisik bet ini coldplay mulu daritadi	RevoNugroho	2023-05-09 05:35:46+07	replied_to
@IDWantsColdplay @coldplay nangis bangettt	cipaaaci	2023-05-09 05:35:45+07	replied_to
@tanyakanrl Coldplay udh lajennn dri berbagai mna pun	scoupsex	2023-05-09 05:35:38+07	replied_to
"@yoonogiri @coldplay EH TIKET MINDEP YA AWOKWOK
Liat ada sisanya apa deh nanti duitku masih nerawang 🤣"	picikangjeruk	2023-05-09 05:35:33+07	replied_to
"@jiminnnina @kulitmekdiii Menruut gua kayanya coldplay tuh hampir make full stadium. Kalo BP bisa dibilang kaya setengahnya. Soalnya cat 7 coldplay bener"" lebih pojok lagi😭😭😭"	enhydralutrisea	2023-05-09 05:35:32+07	replied_to
@tanyakanrl Jelas coldplay laaahh gila ajaaa looo😭	oikawaiy	2023-05-09 05:35:26+07	replied_to
"@tanyakanrl Ada 2 kemungkinan nder,
1. Banyakan bp, karna konser kemarin banyak yg fomo juga kan, jadi yg bukan blink juga pada ikut nonton
2. Banyakan Coldplay, karna emang udah ditunggu2 bgt gasihh konsernya di indo? Udah gitu juga emang musiknya masuk ke semua kalangan gitu loh"	keradankacamata	2023-05-09 05:35:24+07	replied_to
@tanyakanrl coldplay sih... gw gatau bisa kebeli ga ya	jokitugaspw	2023-05-09 05:28:10+07	replied_to
@cursedkidd coldplay yang kursi item berapa harganya bwang ?	bukanLvl2	2023-05-09 05:35:04+07	replied_to
@tanyakanrl coldplay ni kpop darimananya woi😭	itseaxn	2023-05-09 05:35:02+07	replied_to
@gunawana_ @coldplay Sok kang mulai dagang cilok ti ayeuna. Insya Allah benghar sebelum Minggu hareup. Hade loba didoaan wae.	willinowati	2023-05-09 05:34:34+07	replied_to
@cursedkidd coldplay ga bahas alien jadi gausah minta nomer coldplay kak .	12cnoren	2023-05-09 05:34:31+07	replied_to
@tanyakanrl Coldplay lah, member bp baru lahir coldplay dah debut😭	slverink	2023-05-09 05:34:31+07	replied_to
@tanyakanrl lebih banyak coldplay sih menurutku, dari semua kalangan	miranurhasmira	2023-05-09 05:34:30+07	replied_to
@picikangjeruk @coldplay cat 5/6/7 aja lah (tp yg 6/7 jelek bgt viewnya jd masih blm tau)🤣😭 sedapetnya apa ajaa gapapaah krn mau nikmatin euforianya. kamu mau ambil yg manaa	yoonogiri	2023-05-09 05:34:28+07	replied_to
@tanyakanrl apa sih bawa2 bp? gak bisa apa hype Coldplay aja tanpa banding bandingin, hadeh dari fandom apa nih yg ngirim menfess nya wkwk	0xLexa	2023-05-09 05:34:26+07	replied_to
@rereniris @IDWantsColdplay @coldplay Nangissss	gnstati	2023-05-09 05:34:23+07	replied_to
@Goodone_01 @IDWantsColdplay @coldplay Dm yaa kak	onyouralll	2023-05-09 05:34:03+07	replied_to
@tanyakanrl coldplay lah wkwkwkwk	beautikayo	2023-05-09 05:34:02+07	replied_to
@IDWantsColdplay @coldplay Sihiiiiiii moing @_yrom	iye_inaja	2023-05-09 05:34:01+07	replied_to
"@HaloBCA halo admin, buat tiket konser Coldplay Jakarta yg khusus presale BCA itu ketentuannya apa aja dan gimana cara aksesnya nanti ya?
Thanks."	anshofia	2023-05-09 05:33:34+07	replied_to
Nonton Coldplay gak teh? @thisfrieska	zafiranayla_	2023-05-09 05:33:58+07	tweet
@thehot_man @tanyakanrl Bang, band jelek cuma buat Cas, 1975, sama AM. Kalo Coldplay pake istilah band b aja	sukoshi22dame	2023-05-09 05:33:51+07	replied_to
"@anwaribrahim Dato Seri @anwaribrahim apa kata kita pastikan Penganjur buat elok-elok kali ini, sebab katanya sudah beberapa kali mereka gagal menganjurkan konsert artis berprestij dengan baik. 

Rakyat Malaysia peminat Coldplay pasti akan setuju, RT sikit. 
cc @n_izzah"	ahmadnaeem	2023-05-09 05:33:51+07	replied_to
@bonagajahkecil2 @tanyakanrl yang ngirim pasti bukan fans blackpink wkwk logika aja ngapain fans bp bawa2 bp sama coldplay yg ada dirujak.	0xLexa	2023-05-09 05:33:40+07	tweet
@XtremeMerch @coldplay ngga tau lagu²nya	djacken_	2023-05-09 05:33:35+07	replied_to
@nabatisyipp Ayoo kita meng coldplay bersama	aingAhdi	2023-05-09 05:33:30+07	replied_to
@tanyakanrl Kpop kpop bapakmu coldplay kpop	VULG4RR	2023-05-09 05:33:30+07	replied_to
Since PMX QT ni mohon pihak @livenationmy fully utilise-lah stadium tu nanti. Jangan lompong macam konsert-konsert sebelum ni. First time tau Coldplay datang Malaysia. 🥹	tiredoldie	2023-05-09 05:33:30+07	retweet
@ecahcsa Eh weh, jom!!! Coldplay weh, alwajibun	bellalalaland	2023-05-09 05:33:27+07	replied_to
@kulitmekdiii Ini waktu blackpink kemaren. Kalo di coldplay ini Cat 3B https://t.co/PM3qug3ask	enhydralutrisea	2023-05-09 05:33:23+07	replied_to
@tanyakanrl Sorry bgt tetep Coldplay kata gw, karna emg baru pertama kali ke Indo sejak dibentuk bandnya	Frostbitezzz__	2023-05-09 05:33:20+07	replied_to
@tanyakanrl Coldplay mh bukan KPop nder😔☝🏻	_starssbiee	2023-05-09 05:33:15+07	replied_to
@tanyakanrl coldplay sih keknya, gue aja pgn walopun cuma tau lagunya bbrp wkwkw	faraa_aaa	2023-05-09 05:33:05+07	replied_to
@HaloBCA halo kak info terkait konser coldplay bisa diakses dimana?	Habiwanazar	2023-05-09 05:33:05+07	replied_to
Maap bgt gw lebih excited coldplay kok ya drpd justin kmrn😭🙏🏻 apa krn sdh terlanjur kecewa krn batal🥲 tp ttp I lov u @justinbieber	AiraGHW	2023-05-09 05:32:58+07	tweet
@mildandaru Fans bola ntn coldplay juga bang.	tickolatianto	2023-05-09 05:32:57+07	replied_to
@KKMKpikmi @THVpikmi gila kl diatas 10 mah mending vip patungan aja biar coldplay konser dirumah siapa gt 🚬😮‍💨	nciNINGIE	2023-05-09 05:32:53+07	tweet
@yoonogiri @coldplay Kamu ambil apaan? Kayaknya udah keluar tuh harganya	picikangjeruk	2023-05-09 05:32:46+07	replied_to
@gitamarindra Ya ga bingung dong kan coldplay bukan bola	kevinaddict_	2023-05-09 05:32:40+07	replied_to
@hawukeye tp ada coldplay:(	unstablemanfr	2023-05-09 05:32:39+07	replied_to
@folklorhe gamau floor, kalo ikut seating plannya gbk coldplay sih ak ambil cat 5 wkwk ATAU CAT 2 KALO BERDUIT AAMIIN, floor gaena bgt ak pendek🥲	goldenrushie	2023-05-09 05:32:27+07	replied_to
@tanyakanrl Coldplay deh. Udh legend banyak peminatnya mana cuma sehari doang mantap war tiketnya	bapaocimol	2023-05-09 05:32:25+07	replied_to
@tanyakanrl Ya coldplay lahhh😂😂😂 coldplay nih kayaknya fansnya dari berbagai massa, yg emang suka dari jaman dulu sampe yg fomo2 doang	septimberrr	2023-05-09 05:31:57+07	replied_to
@AlisaIsfandiari @coldplay Caaa takut banget langsung banyak yang reply bule bule😭bulepotan kali tu yak	pusindira	2023-05-09 05:31:50+07	replied_to
@picikangjeruk @coldplay WKWKWKWKWK😭 aku gas!! mau nonton brg2 tmn kuliah jg😭 km mau ikuuut???	yoonogiri	2023-05-09 05:31:50+07	replied_to
@coldplay Mantap	MeS_Soul	2023-05-09 05:31:43+07	replied_to
@coldplay info babi yg mau di sewa	yupiiiyyy	2023-05-09 05:31:37+07	replied_to
@alionbee Bantuin temen w mau nonton coldplay	_honeyaloevera	2023-05-09 05:31:33+07	replied_to
@immacaffeine hutang bisa dilunasi. gagal nonton coldplay nyesel sampai mati:(	tawakkaI	2023-05-09 05:31:29+07	replied_to
@tanyakanrl banyakan coldplay lah😭	marklycm	2023-05-09 05:31:26+07	replied_to
@sangobibion Bantu nyebarin kali aja ada yang liat terus nonton juga wkwk, tidak sepertinya san belum tertarik nonton coldplay	Muibsu	2023-05-09 05:31:01+07	replied_to
